1	125
2	102
2	139
3	102
4	102
5	5
5	125
5	129
6	58
6	102
6	117
6	122
6	125
7	58
7	102
7	117
7	122
7	125
8	58
8	102
8	117
8	122
8	125
9	58
9	102
9	117
9	122
9	125
10	58
10	102
10	117
10	122
10	125
11	58
11	102
11	117
11	122
11	125
12	29
13	64
14	64
15	117
15	125
16	29
17	29
18	122
19	117
19	122
20	117
20	122
21	122
22	122
23	29
24	29
25	138
25	139
26	122
27	117
27	122
28	117
28	122
29	97
30	29
31	125
32	102
33	125
34	125
35	102
36	102
37	125
38	102
39	117
39	122
40	117
41	122
42	117
42	122
43	117
43	122
44	117
44	122
45	117
45	122
46	122
47	110
48	60
49	117
49	122
50	122
51	117
51	122
52	117
52	122
53	125
54	117
54	122
55	136
55	141
56	102
57	122
58	122
59	117
59	122
60	122
61	102
62	117
62	122
63	117
63	122
64	117
64	122
65	117
65	122
66	117
66	122
67	117
67	122
68	122
69	117
69	122
70	117
70	122
71	117
71	122
72	117
73	117
73	122
74	117
74	122
75	117
75	122
76	117
76	122
77	117
77	122
78	125
78	129
79	102
80	117
80	122
81	65
82	117
83	29
84	15
84	29
85	29
86	117
86	122
87	117
87	122
88	117
88	122
89	60
90	139
91	117
91	122
92	117
92	122
93	117
93	122
94	102
95	60
96	102
97	136
97	141
98	29
99	29
100	139
101	29
102	102
103	29
104	102
105	102
106	102
107	102
108	102
109	96
110	76
111	53
111	98
112	71
112	135
113	68
114	114
115	29
115	98
115	102
116	125
117	78
118	52
118	60
118	87
118	99
118	100
119	91
120	17
121	17
121	41
121	83
122	29
123	17
123	83
123	102
123	117
123	126
124	76
125	12
126	102
127	125
128	60
128	139
129	52
130	60
131	29
132	75
132	76
133	95
134	29
135	55
135	60
135	80
135	102
136	126
137	24
137	26
137	52
137	60
137	88
137	102
137	117
138	41
138	83
139	17
139	38
140	24
140	26
141	41
142	29
143	24
143	26
143	102
143	117
144	91
145	29
146	102
147	97
148	60
148	117
149	60
150	64
150	127
151	4
151	13
151	66
151	92
151	102
151	106
151	113
152	60
153	76
154	29
155	76
156	113
157	29
158	64
159	29
160	29
161	8
161	65
161	112
162	8
162	65
162	103
162	112
163	134
164	117
165	60
165	102
165	117
166	102
167	76
168	104
169	29
170	91
171	29
172	29
173	37
173	60
173	102
173	110
173	117
173	125
174	29
175	24
175	26
175	51
175	102
176	60
177	41
177	83
177	126
178	126
179	83
179	117
180	41
180	60
180	126
180	131
181	20
182	41
183	60
183	117
184	41
184	126
185	35
185	60
185	102
186	17
186	64
186	80
186	83
186	98
186	117
186	125
187	41
187	60
188	60
188	83
188	117
189	60
190	60
190	102
191	20
192	2
192	17
192	83
192	126
193	126
194	41
194	83
195	60
195	83
195	117
195	126
196	60
196	102
196	117
197	60
198	127
199	27
199	60
199	87
199	99
199	100
199	102
199	123
199	126
200	60
200	117
201	60
201	117
201	127
202	126
203	41
203	83
204	17
204	126
205	16
206	60
207	17
207	28
207	60
208	29
208	125
209	29
210	60
210	102
210	117
211	60
212	102
212	123
212	125
213	29
214	74
215	24
215	26
215	136
215	138
215	139
215	141
216	102
217	64
218	17
218	60
218	64
218	87
218	91
218	99
218	100
218	102
218	117
218	123
219	44
220	88
220	115
221	117
222	52
222	97
222	115
223	29
224	63
225	52
225	60
226	29
226	125
227	41
227	60
227	83
227	102
227	126
227	127
228	29
229	91
230	25
230	60
230	82
230	102
230	117
230	122
231	49
231	60
231	102
231	117
231	136
232	102
233	7
233	24
233	26
233	29
233	38
233	54
233	56
233	60
233	81
233	98
233	102
233	105
233	108
233	113
233	125
233	139
233	140
233	141
234	41
234	117
234	126
235	60
235	88
236	122
237	117
237	122
238	122
239	117
239	122
240	117
240	122
241	117
241	122
242	117
242	122
243	117
243	122
244	122
245	122
246	101
246	122
247	122
248	117
248	122
249	117
249	122
250	117
250	122
251	117
251	122
252	117
253	70
254	60
255	59
256	125
257	89
258	117
259	75
260	76
261	60
262	10
263	64
264	117
264	122
265	29
266	83
266	84
266	126
267	76
268	51
269	51
270	51
271	102
272	52
273	102
274	76
275	60
275	102
275	117
276	52
276	60
276	102
277	125
278	29
279	76
280	117
281	60
281	117
282	102
282	123
282	125
283	76
284	17
285	64
286	102
287	51
288	29
288	51
289	7
289	24
289	26
289	29
289	38
289	51
289	54
289	56
289	81
289	105
289	108
289	113
289	117
289	122
289	125
289	126
290	60
290	64
291	125
292	52
292	60
292	97
293	102
294	17
295	91
296	113
297	117
298	17
298	66
298	83
299	60
299	102
299	117
300	29
301	24
301	26
301	29
301	30
301	34
301	36
301	117
301	122
302	117
302	122
303	60
303	102
303	117
304	60
305	64
306	41
307	41
308	29
309	29
310	76
311	29
312	60
313	52
313	60
314	60
314	109
314	117
314	131
314	132
315	29
316	60
317	102
318	51
319	51
320	71
321	127
322	64
323	21
323	61
324	17
324	52
324	60
325	17
326	28
327	123
328	60
329	102
330	117
331	60
331	117
331	139
331	142
332	126
333	29
334	29
334	31
334	32
334	34
334	36
335	102
336	125
337	102
338	116
339	71
340	17
340	60
340	117
341	60
342	75
342	76
343	102
344	3
344	24
344	26
344	60
344	93
344	102
344	136
344	137
345	102
346	102
346	137
347	137
348	102
348	138
349	60
350	102
351	29
352	29
353	60
354	64
355	91
356	29
357	117
358	29
359	29
360	64
361	60
361	117
361	139
362	52
362	60
363	125
364	29
365	102
366	117
366	122
367	24
367	26
368	101
369	117
370	117
371	117
371	122
372	125
372	129
373	5
373	125
373	129
374	117
374	122
375	17
375	102
375	110
375	117
375	141
376	69
376	76
377	17
377	60
378	64
378	123
379	15
379	29
379	60
379	94
379	124
379	125
379	128
380	2
380	15
380	29
380	60
380	94
381	52
381	117
382	102
383	64
384	75
384	76
385	29
386	17
387	60
388	60
389	102
390	95
391	7
391	102
392	128
393	35
393	60
393	102
394	52
395	60
396	102
397	117
397	126
398	40
398	41
398	67
398	96
399	41
399	60
399	126
400	102
401	29
402	29
403	52
403	60
403	97
403	117
404	2
405	29
405	64
405	88
405	123
406	117
407	117
408	60
408	80
408	98
408	99
408	102
408	113
408	138
409	2
409	102
410	102
411	102
412	102
413	102
414	102
415	102
416	102
417	42
417	43
417	90
417	97
417	117
417	128
418	102
419	102
420	29
421	28
422	126
423	60
423	102
423	139
424	75
425	60
425	139
425	142
426	29
427	52
427	60
428	76
429	102
430	102
431	47
432	60
433	60
434	102
434	123
435	123
436	117
436	122
437	117
438	29
439	117
439	122
440	58
440	102
440	117
440	122
440	125
441	64
441	123
442	90
442	117
443	102
444	17
445	78
446	41
446	117
446	126
447	96
448	29
449	102
449	117
450	52
450	60
450	97
451	60
451	102
452	17
453	132
454	1
454	66
454	86
455	64
455	117
456	71
457	29
457	102
457	117
458	29
458	102
458	117
459	29
459	102
459	117
460	29
460	102
460	117
461	29
461	102
461	117
462	29
462	102
462	117
463	83
464	102
464	117
465	29
466	29
467	41
467	60
467	85
467	117
468	60
468	102
468	117
469	29
470	60
470	117
471	60
472	117
472	122
473	102
474	102
475	83
475	102
475	126
476	41
477	41
478	123
479	29
480	111
481	29
482	58
482	102
482	117
482	122
482	125
483	102
484	125
485	91
486	95
487	136
487	137
487	138
487	141
488	60
488	102
488	139
489	95
490	125
491	113
492	52
492	60
492	115
493	76
494	125
495	117
496	24
496	26
496	60
496	102
496	117
497	102
497	123
497	125
498	46
498	77
498	78
499	60
500	60
501	60
501	117
501	122
502	91
503	76
504	78
505	75
505	76
506	60
507	123
508	60
508	102
508	139
509	5
509	125
509	129
510	5
510	125
511	125
511	129
512	125
512	129
513	5
513	125
513	129
514	91
515	75
515	76
516	60
517	29
518	102
518	117
519	25
519	60
519	82
519	102
519	117
519	122
520	117
521	117
522	70
523	60
524	126
525	28
525	104
526	102
527	104
528	6
528	11
528	60
528	130
529	138
530	76
531	138
532	60
532	102
532	117
533	28
534	117
535	23
535	48
535	60
536	60
537	95
538	95
539	95
540	60
541	60
542	60
543	60
544	95
545	60
546	60
547	95
548	60
549	60
549	98
549	102
550	5
550	125
550	129
551	60
551	109
552	70
553	29
554	52
555	76
556	29
557	15
557	60
557	94
557	107
558	29
559	52
559	60
560	29
561	60
561	125
562	117
563	52
563	60
563	117
564	57
565	29
566	75
566	76
567	60
568	24
568	26
568	52
568	60
568	91
568	102
568	117
568	123
569	102
570	29
571	29
571	30
571	31
571	33
571	102
571	117
571	122
572	102
573	14
573	60
573	67
573	91
573	117
573	125
574	64
575	29
576	60
577	60
577	80
577	98
577	99
577	113
578	102
579	60
579	71
580	60
580	102
580	117
580	139
581	9
581	35
581	58
581	59
581	117
581	118
581	119
581	120
581	121
581	122
582	60
583	7
583	60
584	102
585	91
586	71
586	72
586	73
587	91
588	59
589	60
590	60
591	29
592	29
593	29
594	76
595	78
595	79
596	102
597	76
598	60
599	60
599	102
599	117
600	25
600	60
600	82
600	102
600	117
600	122
601	29
602	29
603	29
604	15
604	29
604	60
604	94
605	29
606	117
607	29
608	29
609	122
610	62
611	50
612	60
612	127
613	102
613	117
613	139
614	102
615	117
615	122
616	45
616	133
617	39
618	113
619	60
619	102
620	98
621	102
622	102
623	102
624	102
625	29
625	53
625	58
625	80
625	102
626	18
626	19
626	22
627	117
